DEPARTMENT,CUSTOMER_AGE_GROUP,VALUE_2007,BRAND,ORDER_BY,X_AXIS,VAR_CM,VAR_SP,VALUE_2008
DRY FOOD,all,7320,NATIONAL,1,Portugal,country,profit,8704.0
DRY FOOD,all,12588,NATIONAL,1,Spain,country,profit,14765.0
DRY FOOD,all,6785,NATIONAL,1,Sweden,country,profit,6771.0
DRY FOOD,all,16419,PRIVATE,1,Belgium,country,profit,17229.0
DRY FOOD,all,3204,PRIVATE,1,Bulgaria,country,profit,8281.0
DRY FOOD,all,12203,PRIVATE,1,France,country,profit,13977.0
DRY FOOD,all,15806,PRIVATE,1,Germany,country,profit,17725.0
DRY FOOD,all,3118,PRIVATE,1,Greece,country,profit,3981.0
DRY FOOD,all,13472,PRIVATE,1,Lithuania,country,profit,18335.0
DRY FOOD,all,1548,PRIVATE,1,Luxembourg,country,profit,1816.0
DRY FOOD,all,9592,PRIVATE,1,Netherlands,country,profit,10946.0
DRY FOOD,all,4291,PRIVATE,1,Norway,country,profit,4469.0
DRY FOOD,all,7190,PRIVATE,1,Poland,country,profit,8596.0
DRY FOOD,all,12256,PRIVATE,1,Portugal,country,profit,15719.0
DRY FOOD,all,18738,PRIVATE,1,Spain,country,profit,23136.0
DRY FOOD,all,10577,PRIVATE,1,Sweden,country,profit,11992.0
FRESH FOOD,all,17679,NATIONAL,1,Belgium,country,profit,19186.0
FRESH FOOD,all,4024,NATIONAL,1,Bulgaria,country,profit,10440.0
FRESH FOOD,all,12501,NATIONAL,1,France,country,profit,15226.0
FRESH FOOD,all,17270,NATIONAL,1,Germany,country,profit,20431.0
FRESH FOOD,all,2654,NATIONAL,1,Greece,country,profit,4024.0
FRESH FOOD,all,13486,NATIONAL,1,Lithuania,country,profit,17857.0
FRESH FOOD,all,1878,NATIONAL,1,Luxembourg,country,profit,2428.0
FRESH FOOD,all,9320,NATIONAL,1,Netherlands,country,profit,10845.0
FRESH FOOD,all,4342,NATIONAL,1,Norway,country,profit,4929.0
FRESH FOOD,all,7830,NATIONAL,1,Poland,country,profit,10422.0
FRESH FOOD,all,14009,NATIONAL,1,Portugal,country,profit,18734.0
FRESH FOOD,all,18559,NATIONAL,1,Spain,country,profit,22859.0
FRESH FOOD,all,10056,NATIONAL,1,Sweden,country,profit,12526.0
FRESH FOOD,all,2094,PRIVATE,1,Belgium,country,profit,2410.0
FRESH FOOD,all,446,PRIVATE,1,Bulgaria,country,profit,1102.0
FRESH FOOD,all,1616,PRIVATE,1,France,country,profit,2200.0
FRESH FOOD,all,2137,PRIVATE,1,Germany,country,profit,2795.0
FRESH FOOD,all,339,PRIVATE,1,Greece,country,profit,528.0
FRESH FOOD,all,1906,PRIVATE,1,Lithuania,country,profit,2593.0
FRESH FOOD,all,169,PRIVATE,1,Luxembourg,country,profit,226.0
FRESH FOOD,all,1275,PRIVATE,1,Netherlands,country,profit,1424.0
FRESH FOOD,all,538,PRIVATE,1,Norway,country,profit,639.0
FRESH FOOD,all,1208,PRIVATE,1,Poland,country,profit,1457.0
FRESH FOOD,all,1711,PRIVATE,1,Portugal,country,profit,2276.0
FRESH FOOD,all,2661,PRIVATE,1,Spain,country,profit,3391.0
FRESH FOOD,all,1597,PRIVATE,1,Sweden,country,profit,1802.0
NON FOOD,all,0,PRIVATE,1,Belgium,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Bulgaria,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,France,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Germany,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Greece,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Lithuania,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Netherlands,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Norway,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Poland,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Portugal,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Spain,country,profit,0.0
NON FOOD,all,0,PRIVATE,1,Sweden,country,profit,0.0
